age,fnlwgt,education,educational-num,race,gender,capital-gain,capital-loss,hours-per-week,income,workclass,marital-status,occupation,native-country,relationship
54,175594,8,9,White,Male,0,0,40,0,4,2,3,39,4
58,148673,8,9,White,Male,0,0,10,0,0,2,0,39,4
30,206322,8,9,White,Male,0,0,73,1,4,2,14,39,4
39,272338,8,9,White,Female,0,0,25,0,4,2,1,39,3
73,105886,13,13,White,Male,1173,0,75,0,4,2,10,39,4
64,312498,13,13,White,Male,0,0,40,0,4,2,12,39,4
32,177675,8,9,White,Male,0,0,40,0,4,4,3,39,5
51,152810,8,9,White,Male,0,0,40,1,4,2,10,39,4
57,319122,13,13,White,Male,0,0,40,0,4,4,12,39,1
25,212304,8,9,White,Male,0,0,40,0,4,4,7,39,2
53,208321,8,9,Black,Male,0,1740,40,0,4,2,8,39,4
39,240841,12,10,White,Female,0,0,25,0,4,4,8,39,1
49,208978,8,9,White,Female,0,0,16,0,4,0,1,39,2
23,442359,13,13,White,Female,0,1092,40,0,2,4,10,39,1
28,198197,13,13,White,Male,0,0,55,1,4,4,10,39,1
46,261059,14,14,White,Male,0,1977,50,1,4,2,10,39,4
40,72791,12,10,Black,Male,0,0,40,0,4,4,3,39,5
24,275395,8,9,White,Male,0,0,50,0,4,2,7,39,4
20,195767,8,9,White,Male,0,0,40,0,0,4,0,39,5
50,462966,5,6,White,Male,0,0,8,0,4,2,8,8,4
24,265434,13,13,White,Female,0,0,40,0,0,4,0,39,1
35,31269,8,9,White,Male,0,0,40,0,4,2,4,39,4
33,246291,13,13,White,Female,0,0,46,0,2,4,10,39,1
54,128378,13,13,White,Male,0,0,40,0,1,0,4,39,1
35,231180,8,9,White,Male,0,0,45,0,2,2,14,39,4
31,206297,8,9,White,Male,0,0,40,1,2,2,11,39,4
47,337050,12,10,White,Male,0,0,40,0,5,2,5,39,4
48,193075,8,9,White,Female,0,0,20,0,4,0,12,39,5
33,169652,11,11,White,Male,0,1669,55,0,2,4,1,39,5
35,35945,13,13,White,Male,0,0,40,1,4,2,4,39,4
20,141453,12,10,White,Female,0,0,10,0,0,4,0,39,5
36,252231,0,1,Black,Male,0,0,40,0,4,4,7,33,1
30,128016,13,13,White,Female,0,0,55,0,4,4,4,39,1
39,150057,12,10,White,Male,0,0,55,1,4,2,3,39,4
25,258276,12,10,Amer-Indian-Eskimo,Male,0,0,40,0,4,4,6,39,1
40,188465,8,9,White,Female,0,0,35,0,4,0,8,39,1
25,161007,8,9,White,Male,0,0,40,0,5,2,4,39,4
33,403468,8,9,White,Female,0,0,40,0,4,2,7,26,3
53,181677,12,10,White,Male,0,0,40,0,1,0,6,39,1
18,120243,6,7,White,Male,0,0,10,0,4,4,8,39,5
41,157025,8,9,Black,Male,0,0,40,0,4,4,7,39,2
25,306908,13,13,White,Male,0,0,50,0,4,2,10,39,4
66,28061,3,4,White,Male,0,0,50,0,6,6,5,39,2
53,95540,12,10,White,Female,1471,0,40,0,4,0,1,39,2
27,135001,8,9,White,Male,0,0,40,0,4,2,3,39,4
28,293398,8,9,Black,Female,0,0,40,0,4,5,12,39,2
23,185106,8,9,Black,Male,0,0,40,0,4,4,6,39,5
29,245790,5,6,White,Male,0,0,80,0,6,0,3,39,1
26,134004,12,10,White,Female,0,0,40,0,4,2,4,39,3
26,205036,8,9,White,Male,0,0,42,0,4,4,6,39,1
26,244495,4,5,White,Male,0,0,35,0,4,4,8,39,1
38,159179,8,9,White,Male,0,0,40,0,4,2,3,39,4
36,405155,2,3,White,Male,0,0,40,0,4,2,3,26,4
34,177437,12,10,White,Male,15024,0,45,1,4,2,3,39,4
32,402361,8,9,White,Male,0,0,40,0,1,4,1,39,1
57,184553,8,9,White,Male,0,0,50,1,6,2,3,39,4
31,302626,12,10,White,Female,0,0,40,0,4,0,1,39,2
38,99138,13,13,White,Female,0,0,38,0,4,4,4,39,1
39,112731,8,9,Other,Female,0,0,40,0,4,0,8,6,1
35,192923,8,9,White,Male,0,2377,40,0,4,2,3,39,4
18,761006,6,7,White,Female,0,0,20,0,4,4,8,39,5
75,125784,12,10,White,Male,0,0,8,0,0,2,0,39,4
28,182344,8,9,Black,Male,0,0,40,0,4,4,8,39,1
41,117012,14,14,White,Female,0,0,55,0,6,4,4,39,1
39,30673,4,5,White,Male,0,0,40,1,1,2,7,39,4
31,484669,12,10,White,Male,0,0,40,0,1,4,13,39,1
38,314052,8,9,White,Female,0,0,38,0,7,0,1,39,1
43,38537,12,10,Black,Female,0,0,38,0,7,0,4,0,2
27,165412,8,9,White,Male,0,0,40,0,4,2,3,39,4
42,198341,14,14,Asian-Pac-Islander,Male,0,1902,55,1,4,2,10,19,4
46,116635,13,13,Black,Female,0,0,36,0,4,5,10,39,2
20,185452,8,9,White,Female,0,0,40,0,4,4,1,39,5
42,118686,12,10,White,Female,0,0,20,0,4,0,10,39,2
69,76939,8,9,White,Female,0,0,40,0,4,6,4,39,1
47,160646,11,11,White,Female,0,0,35,0,1,2,1,39,3
49,126754,8,9,White,Male,0,0,40,0,7,2,3,32,4
20,211049,12,10,White,Female,0,0,30,0,4,4,4,39,5
52,311931,2,3,White,Female,0,0,15,0,4,2,12,8,3
33,283602,2,3,White,Male,0,0,59,0,4,2,8,26,4
18,155021,6,7,White,Female,0,0,6,0,4,4,8,39,5
55,100569,8,9,White,Female,0,0,55,0,6,5,5,39,2
61,380462,3,4,Black,Male,0,0,40,0,4,2,5,39,4
61,221943,12,10,White,Male,9386,0,40,1,1,2,1,39,4
39,114544,13,13,White,Male,0,0,45,1,4,0,4,39,1
30,248584,12,10,White,Male,0,0,40,0,4,2,3,39,4
61,227468,8,9,Black,Female,0,0,40,0,4,0,1,39,2
36,66173,10,12,White,Female,0,0,15,0,4,2,12,39,3
34,107624,12,10,White,Male,0,0,50,0,4,2,3,39,4
53,70387,14,14,Asian-Pac-Islander,Male,4386,0,40,1,4,2,10,19,4
38,423616,11,11,White,Female,0,0,36,1,4,2,13,39,3
46,98637,13,13,White,Male,7298,0,50,1,4,2,4,39,4
27,216013,8,9,White,Male,0,0,40,0,2,2,6,39,4
32,210926,6,7,White,Female,0,0,40,0,6,5,6,27,2
60,255711,13,13,White,Female,0,0,60,1,2,6,10,39,2
23,77581,13,13,White,Male,0,0,40,0,4,4,4,39,5
29,152461,13,13,White,Female,14344,0,50,1,4,4,10,39,2
22,203263,8,9,White,Male,0,0,50,0,4,4,3,39,5
25,261519,8,9,White,Male,0,0,35,0,4,4,12,39,5
29,91189,13,13,White,Male,0,0,48,0,4,2,7,39,4
90,195433,8,9,White,Male,0,0,30,0,1,2,3,39,4
37,272471,8,9,White,Female,0,0,40,0,2,0,1,39,2
32,311524,8,9,Black,Male,0,0,38,0,4,4,3,39,5
18,151386,8,9,Black,Male,0,0,40,0,4,3,8,23,5
35,187625,12,10,White,Female,0,0,65,0,4,4,8,39,1
50,108933,4,5,White,Male,2885,0,40,0,4,2,3,39,4
54,135388,8,9,White,Male,5178,0,40,1,4,2,3,39,4
43,169383,13,13,White,Male,0,0,45,1,4,2,4,39,4
28,191129,8,9,White,Male,0,0,65,1,5,4,4,39,1
51,467611,4,5,White,Male,0,0,40,0,4,2,5,26,4
31,373185,12,10,White,Male,0,0,42,0,4,4,3,26,2
69,130060,8,9,Black,Female,2387,0,40,0,4,5,14,39,2
57,199934,13,13,White,Male,0,0,40,1,4,2,4,39,4
71,116165,12,10,White,Female,0,0,14,0,0,6,0,2,1
28,42881,5,6,White,Female,0,0,40,0,4,0,7,39,5
28,174666,5,6,White,Male,0,0,80,0,0,5,0,39,1
25,169759,8,9,White,Male,0,0,95,0,4,4,6,39,5
49,181547,10,12,White,Male,0,0,30,0,6,2,3,4,4
52,95704,4,5,White,Male,0,0,40,0,4,2,6,39,4
23,237432,13,13,White,Male,0,0,40,0,4,4,10,0,1
32,226267,2,3,White,Male,0,0,40,0,4,3,3,8,0
31,159979,12,10,Asian-Pac-Islander,Female,0,0,50,0,4,4,12,39,1
30,203488,8,9,White,Male,0,0,50,0,4,4,3,39,5
24,403671,8,9,White,Male,0,0,60,0,4,2,3,39,4
45,192323,10,12,White,Male,0,0,66,0,4,2,3,41,4
30,167832,8,9,White,Male,0,0,40,0,4,2,7,39,4
52,145166,13,13,White,Male,15024,0,55,1,4,2,4,39,4
42,155657,8,9,Black,Female,0,0,25,0,7,0,1,39,1
49,116789,8,9,White,Male,0,0,40,0,4,2,5,39,4
20,39234,8,9,White,Male,0,0,30,0,4,4,8,39,5
25,124111,13,13,White,Female,0,0,40,0,4,4,1,39,5
41,172828,4,5,White,Male,0,0,55,0,4,2,8,28,4
55,143372,8,9,Black,Female,0,0,40,0,4,0,12,39,2
31,265807,11,11,White,Male,3137,0,50,0,6,2,4,39,4
25,218184,13,13,Black,Female,0,0,40,0,7,4,11,39,1
32,154087,8,9,White,Male,0,0,40,0,4,2,4,39,4
29,440647,12,10,White,Male,0,0,40,0,1,4,1,39,0
37,193952,8,9,Black,Female,0,0,40,0,4,0,8,0,1
52,125932,3,4,White,Female,0,0,40,0,4,6,8,39,1
19,284652,12,10,White,Female,0,0,15,0,4,4,1,39,5
21,214635,12,10,White,Male,0,0,24,0,0,4,0,39,5
43,173316,10,12,White,Male,0,0,40,0,4,0,3,39,1
39,65390,12,10,White,Male,0,0,40,0,7,2,1,0,4
40,45054,12,10,White,Male,0,0,40,1,5,2,14,39,4
54,185042,1,2,White,Female,0,0,40,0,4,5,9,26,0
35,117381,13,13,White,Male,0,0,40,0,4,0,12,39,1
34,258666,11,11,White,Female,0,1974,40,0,4,4,13,39,1
35,179668,12,10,White,Male,0,0,40,1,4,2,10,39,4
57,127277,15,16,Asian-Pac-Islander,Male,0,0,40,1,4,2,10,36,4
26,192022,13,13,White,Female,0,0,40,0,4,4,8,39,0
55,99551,13,13,White,Female,0,0,15,0,6,6,12,39,2
51,208899,13,13,White,Female,0,0,40,0,4,5,1,39,2
35,287658,10,12,Black,Male,0,0,30,0,4,4,14,23,1
31,196125,8,9,White,Male,0,0,40,0,4,2,6,39,4
17,275051,6,7,White,Female,0,0,8,0,4,4,1,39,5
38,23892,8,9,White,Female,0,0,40,0,4,2,7,39,3
39,376455,9,15,White,Male,0,1887,50,1,1,2,10,39,4
29,267989,8,9,White,Male,0,0,45,0,4,2,3,39,4
39,30269,11,11,White,Female,0,0,40,0,4,0,12,39,2
42,204235,12,10,White,Male,0,0,40,1,4,2,10,39,4
46,209057,14,14,White,Male,0,0,50,1,2,2,4,39,4
73,349347,3,4,White,Male,0,0,25,0,4,2,6,39,4
47,154033,12,10,White,Female,0,1876,40,0,2,0,10,39,1
28,124680,8,9,White,Female,0,0,70,0,4,4,12,39,2
27,132805,5,6,White,Male,0,1980,40,0,4,4,12,39,0
38,99233,9,15,White,Male,0,0,40,1,4,4,4,39,1
19,224849,8,9,White,Male,0,0,35,0,4,4,12,39,1
60,101110,11,11,White,Male,0,0,40,1,2,0,10,39,2
24,184839,12,10,White,Male,0,0,40,0,4,4,7,39,1
52,302847,6,7,White,Male,0,0,40,0,4,2,7,39,4
36,181322,13,13,White,Female,0,0,45,0,4,0,4,39,1
26,192213,14,14,White,Female,0,0,40,0,2,4,10,2,1
28,37250,13,13,White,Male,0,0,16,0,7,4,10,39,5
38,140854,13,13,White,Male,0,0,50,1,5,2,3,39,4
47,158286,14,14,White,Male,0,0,50,1,4,2,4,39,4
50,269095,13,13,White,Female,0,0,40,1,4,0,4,39,2
27,279960,8,9,White,Male,0,0,40,0,4,2,12,39,4
47,176239,12,10,White,Female,0,0,40,0,4,6,10,39,2
36,115360,5,6,White,Female,3464,0,40,0,4,2,7,39,5
49,337666,8,9,Black,Male,0,0,40,0,4,0,7,39,1
68,255276,12,10,White,Male,0,0,48,1,0,2,0,39,4
63,145212,8,9,White,Female,0,0,40,0,4,0,4,39,1
36,185099,8,9,White,Male,0,0,70,1,4,2,14,39,4
42,142756,12,10,White,Female,0,0,35,0,4,0,1,39,2
28,156300,14,14,Black,Female,0,0,45,0,4,4,4,39,1
68,186266,8,9,White,Female,0,0,8,0,0,2,0,39,3
38,219137,8,9,White,Female,0,0,22,0,4,2,1,39,3
43,110970,13,13,White,Male,0,1902,40,1,4,2,10,39,4
49,203067,12,10,White,Male,0,0,40,1,4,2,10,39,4
59,148844,8,9,White,Female,0,0,40,0,4,0,7,39,1
25,154941,13,13,White,Male,0,0,40,1,4,2,12,39,4
26,124111,10,12,White,Female,0,0,36,0,4,4,10,39,1
59,157303,12,10,White,Female,0,0,48,0,4,0,10,39,1
34,113838,12,10,White,Male,0,0,45,0,4,2,3,39,4
34,165737,14,14,Asian-Pac-Islander,Male,0,0,43,1,4,2,10,19,4
67,140849,8,9,White,Female,0,0,24,0,4,6,8,39,1
45,200363,11,11,White,Female,0,0,44,0,4,0,4,39,1
64,180247,3,4,Black,Male,0,0,40,0,4,2,3,39,4
51,82578,14,14,White,Male,0,0,38,1,4,2,10,2,4
31,227146,13,13,White,Male,0,0,55,1,4,2,12,39,4
42,348886,13,13,White,Male,0,0,45,1,5,2,4,39,4
65,90907,2,3,Asian-Pac-Islander,Male,0,0,40,0,4,2,8,39,4
23,142766,12,10,White,Male,0,0,20,0,4,4,1,39,1
31,246439,12,10,White,Male,0,0,45,0,4,2,3,39,4
33,184784,5,6,White,Female,0,0,40,0,4,0,7,39,1
17,195262,6,7,White,Male,0,0,35,0,2,4,3,39,5
63,167967,14,14,White,Male,0,0,46,0,4,2,6,39,4
48,145636,8,9,White,Male,0,0,60,1,4,2,7,39,4
45,170099,10,12,White,Male,0,0,40,0,2,2,6,39,4
17,228253,5,6,White,Male,0,0,10,0,4,4,6,39,5
26,205570,8,9,White,Male,0,0,40,0,2,2,3,39,4
38,506830,12,10,Black,Female,0,0,40,0,1,0,13,39,2
29,412435,8,9,White,Female,0,0,40,0,4,2,4,28,3
44,163331,12,10,White,Female,0,0,32,0,4,6,1,39,2
43,222756,14,14,White,Male,0,0,40,0,1,2,3,39,4
39,318918,13,13,White,Male,0,0,40,0,7,2,4,39,4
43,105188,8,9,Black,Male,0,0,40,0,4,4,8,14,1
23,199884,8,9,White,Female,0,0,45,0,4,4,1,39,2
19,96483,8,9,Asian-Pac-Islander,Female,0,0,40,0,4,4,8,39,5
49,192203,4,5,White,Male,0,0,40,0,6,2,3,2,4
52,203392,12,10,White,Male,5013,0,40,0,4,2,3,39,4
32,99646,8,9,White,Male,0,0,50,0,4,2,14,39,4
38,167440,13,13,White,Male,4508,0,40,0,4,2,14,39,4
25,210095,2,3,White,Female,0,0,25,0,0,4,0,8,2
44,219591,12,10,White,Male,0,0,40,0,4,0,6,39,5
63,30270,3,4,White,Male,0,0,40,0,4,2,12,39,4
42,226020,8,9,Black,Female,0,0,60,0,2,5,8,0,1
21,314165,12,10,White,Male,0,0,40,0,4,4,12,4,5
32,330715,12,10,White,Male,0,0,40,0,4,2,3,39,4
24,35448,8,9,White,Female,0,0,50,0,6,5,8,39,2
50,172970,8,9,White,Male,0,0,40,0,7,2,14,33,4
26,189502,13,13,White,Male,0,0,80,1,5,2,12,39,4
35,61518,8,9,White,Male,0,0,35,0,4,2,4,39,4
31,574005,13,13,White,Male,0,0,44,1,4,2,3,39,4
24,281356,1,2,Other,Male,0,0,66,0,4,4,5,26,1
40,138975,8,9,White,Male,0,0,56,0,4,2,3,39,4
31,176969,13,13,White,Male,0,0,55,0,4,4,4,39,1
43,132393,8,9,White,Male,0,0,40,0,4,4,6,31,5
44,194924,8,9,White,Male,0,0,35,1,4,2,12,39,4
40,478205,13,13,White,Female,0,0,40,0,4,4,10,39,0
75,128224,2,3,White,Male,0,0,25,0,0,2,0,39,4
52,30118,12,10,White,Male,3137,0,42,0,2,2,11,39,4
51,290688,2,3,White,Male,0,0,40,0,6,2,3,39,4
39,85566,13,13,White,Male,0,0,40,0,7,2,10,39,4
40,121874,10,12,White,Male,7688,0,50,1,4,2,12,39,4
40,29036,12,10,White,Male,0,0,35,0,6,4,7,39,1
33,348152,8,9,White,Male,0,0,40,0,4,2,3,39,4
38,73715,12,10,White,Male,0,0,60,1,2,2,11,39,4
29,151382,11,11,White,Male,0,0,50,0,4,0,6,39,2
37,236359,12,10,Black,Female,0,0,37,0,4,0,1,39,1
37,19899,8,9,White,Male,15024,0,45,1,4,2,3,39,4
19,138760,8,9,White,Male,0,0,40,0,4,4,7,39,5
46,354962,8,9,Black,Male,0,0,40,0,2,2,7,39,4
46,181363,10,12,White,Male,0,0,40,1,4,2,4,39,4
37,393360,12,10,Black,Male,0,0,30,0,4,4,11,39,5
34,210736,12,10,Black,Female,0,0,40,0,4,5,1,0,2
38,110013,12,10,White,Female,0,0,43,0,4,0,1,39,2
26,193304,8,9,White,Male,0,0,40,0,4,2,3,39,4
34,118551,13,13,White,Female,0,0,35,0,4,4,8,39,1
57,201991,13,13,White,Male,0,0,40,0,4,2,10,39,4
33,157446,6,7,White,Male,0,0,65,0,4,4,3,39,1
26,283217,12,10,White,Male,0,0,40,0,2,4,11,39,5
20,247794,8,9,White,Female,0,0,84,0,4,4,12,39,1
38,43712,13,13,White,Male,7298,0,60,1,4,2,10,39,4
61,35649,12,10,White,Male,0,0,6,0,4,2,8,39,4
36,342719,15,16,White,Male,0,0,45,1,6,2,10,0,4
61,71467,8,9,White,Male,3103,0,40,1,0,2,0,39,4
17,271837,12,10,White,Male,0,0,16,0,4,4,3,39,5
40,400061,12,10,Other,Male,0,0,40,1,4,2,7,39,4
18,62972,6,7,White,Male,0,0,16,0,4,4,8,39,5
21,174907,10,12,White,Female,0,0,32,0,4,4,12,39,5
41,176452,8,9,White,Male,0,0,40,0,4,4,8,29,5
46,268358,6,7,White,Female,0,0,40,0,4,5,7,39,1
55,176904,8,9,White,Male,0,0,40,0,1,2,4,39,4
27,176683,10,12,White,Male,0,0,52,0,4,4,12,39,1
39,98077,8,9,White,Male,0,0,42,0,4,2,8,39,4
36,266461,8,9,Black,Male,0,0,48,0,4,4,14,39,5
51,312477,12,10,White,Male,3908,0,40,0,4,2,14,39,4
27,604045,13,13,White,Male,0,0,40,0,4,4,12,39,1
30,131568,13,13,White,Male,0,0,40,1,2,2,10,39,4
42,97688,8,9,White,Male,0,0,47,0,4,0,12,39,1
23,373628,13,13,White,Female,0,0,20,0,4,4,8,39,5
56,367984,11,11,White,Male,15024,0,40,1,4,2,4,39,4
41,193459,12,10,White,Male,0,0,50,0,6,2,3,39,4
49,250733,8,9,White,Male,0,0,46,0,4,2,3,39,4
46,199725,11,11,Amer-Indian-Eskimo,Female,0,0,60,0,1,0,3,39,1
54,156877,8,9,White,Male,0,0,40,0,4,2,3,12,4
38,122076,12,10,White,Male,7298,0,43,1,4,2,14,39,4
45,216402,9,15,Asian-Pac-Islander,Male,0,0,50,1,6,2,10,19,4
50,42402,9,15,White,Male,0,2415,30,1,6,2,10,39,4
22,315974,12,10,White,Female,0,0,40,0,4,4,12,39,1
31,63437,8,9,White,Male,0,0,40,0,4,4,5,21,1
27,160786,8,9,White,Male,0,0,30,0,4,0,8,39,1
34,85374,8,9,White,Male,0,0,40,0,4,2,3,39,4
46,465974,6,7,White,Male,0,0,30,0,4,4,14,39,5
47,78529,13,13,White,Male,0,0,60,1,4,2,12,39,4
36,98037,11,11,Asian-Pac-Islander,Male,0,0,40,0,7,2,8,39,4
22,178390,8,9,White,Male,0,0,40,0,4,4,6,39,5
51,210940,8,9,White,Male,0,2002,45,0,4,2,12,39,4
43,64506,12,10,White,Male,0,0,30,0,4,0,8,39,1
54,128378,12,10,White,Male,0,0,50,0,4,6,10,39,1
24,234460,4,5,Black,Female,0,0,40,0,4,4,7,6,5
29,176760,9,15,Asian-Pac-Islander,Male,0,0,55,0,4,4,10,39,1
40,59460,12,10,White,Female,0,0,38,0,7,0,1,39,2
18,234428,6,7,White,Male,0,0,20,0,4,4,8,39,5
31,215047,13,13,White,Male,0,0,50,0,4,4,1,39,1
57,140426,15,16,White,Male,0,1977,40,1,4,2,13,11,4
32,191777,14,14,Black,Female,0,0,40,0,4,4,1,39,1
48,148995,14,14,White,Male,0,0,40,1,4,2,4,39,4
24,229773,12,10,White,Male,0,0,35,0,4,2,3,39,4
24,174461,10,12,White,Female,0,0,22,0,4,0,8,39,1
24,250647,11,11,White,Male,0,0,40,0,4,2,3,13,4
49,119904,13,13,White,Female,7688,0,30,1,2,2,10,39,3
27,151402,8,9,White,Male,0,1573,70,0,6,2,5,39,4
37,184556,12,10,White,Female,0,0,40,0,4,0,13,39,2
33,263561,12,10,White,Male,0,0,60,1,4,2,3,39,4
19,177945,12,10,White,Male,0,0,25,0,4,4,12,39,5
45,306889,13,13,White,Female,0,0,40,1,4,2,4,39,3
54,54377,14,14,White,Female,0,0,40,0,2,0,10,39,1
47,144351,8,9,White,Male,0,625,40,0,4,0,3,39,2
22,95566,12,10,Other,Female,0,0,22,0,4,3,12,6,5
20,181675,8,9,White,Male,0,0,40,0,4,4,8,39,1
36,172129,4,5,White,Male,0,0,40,0,4,2,6,39,4
49,350759,8,9,White,Male,0,0,40,0,0,2,0,39,4
58,105592,3,4,White,Male,0,0,40,1,6,2,14,39,4
20,200061,12,10,White,Female,0,0,40,0,0,4,0,0,5
34,200689,13,13,White,Female,0,0,40,0,5,0,12,39,2
36,386726,14,14,White,Female,0,1977,44,1,4,2,10,39,3
28,135567,13,13,Black,Female,4101,0,60,0,2,4,1,39,1
38,282753,11,11,White,Male,0,0,40,0,2,0,4,39,5
32,137367,6,7,Asian-Pac-Islander,Male,0,0,40,0,4,4,3,19,1
35,153976,8,9,White,Male,0,0,60,0,5,2,4,39,4
51,96062,10,12,White,Male,0,0,60,0,5,2,12,39,4
33,152933,12,10,White,Male,0,0,45,0,4,4,4,39,1
71,97870,14,14,White,Female,0,0,15,0,4,0,10,11,1
48,254291,14,14,White,Male,0,0,40,1,4,2,10,39,4
53,101432,8,9,White,Male,0,0,50,0,6,2,12,39,4
40,125776,11,11,White,Male,0,0,40,1,4,2,1,39,4
64,165479,8,9,White,Male,0,0,5,0,6,2,12,39,4
42,172307,8,9,White,Male,0,0,48,1,1,2,1,39,4
25,176729,8,9,White,Male,0,0,40,1,4,2,3,39,4
66,174276,12,10,White,Female,0,0,50,1,4,6,12,39,2
59,48102,14,14,White,Female,0,0,40,1,1,4,10,0,1
42,79531,12,10,White,Male,0,0,55,1,6,2,4,39,4
24,306460,8,9,White,Male,0,0,40,0,4,4,5,39,2
19,55284,8,9,White,Female,0,0,25,0,4,4,6,39,5
26,172063,12,10,White,Female,0,0,24,0,4,4,12,39,5
22,141028,8,9,Black,Male,0,0,30,0,4,4,8,39,5
33,37274,12,10,White,Male,0,0,40,0,4,2,12,39,4
63,31389,6,7,White,Male,0,0,12,0,4,4,5,39,1
20,415913,12,10,White,Male,0,0,30,0,4,4,6,39,1
33,295591,2,3,White,Male,0,0,40,0,4,3,3,26,1
57,202903,3,4,White,Female,1173,0,45,0,0,2,0,33,3
56,159770,8,9,White,Male,0,0,40,0,4,2,3,39,4
70,268832,11,11,White,Male,0,0,24,1,6,2,5,39,4
42,126003,8,9,White,Male,0,0,40,1,4,2,13,39,4
25,225193,13,13,Black,Female,0,0,40,0,2,4,10,39,1
28,297735,12,10,White,Male,0,0,40,1,4,2,7,39,4
80,225892,8,9,White,Male,1409,0,40,0,6,2,8,39,4
36,605502,5,6,Black,Female,0,0,40,0,4,4,14,39,1
37,174150,14,14,White,Male,0,0,40,1,4,2,4,39,4
38,165466,8,9,White,Male,0,0,60,1,4,2,1,39,4
52,189728,8,9,White,Female,0,0,35,0,7,5,8,39,1
49,360491,8,9,White,Female,0,0,40,0,4,6,1,39,2
30,115040,8,9,White,Male,0,0,40,0,4,2,14,39,4
36,262688,12,10,Black,Male,7688,0,50,1,4,2,12,39,4
70,158437,9,15,White,Male,0,0,35,1,5,2,10,39,4
55,41108,12,10,White,Male,0,2258,62,1,4,6,5,39,1
25,149875,13,13,White,Female,0,0,40,0,4,6,4,39,1
59,131916,8,9,White,Female,0,0,40,1,4,2,7,22,3
22,60668,12,10,White,Male,0,0,40,0,4,4,3,39,1
41,153132,10,12,White,Male,0,0,50,0,2,5,3,39,1
62,155256,8,9,White,Male,0,0,45,1,4,2,4,39,4
54,244770,8,9,White,Female,0,0,40,0,4,4,1,39,0
38,312108,8,9,Black,Female,0,0,40,0,4,4,8,39,2
52,102828,8,9,White,Male,7688,0,40,1,4,2,10,39,4
36,93225,6,7,White,Male,0,0,40,0,4,2,7,39,4
74,231002,8,9,White,Male,0,0,30,1,5,2,4,39,4
35,256992,2,3,White,Female,0,0,15,0,6,2,8,26,3
41,118721,7,8,Amer-Indian-Eskimo,Male,0,0,40,0,4,0,1,39,1
30,151989,11,11,White,Female,0,0,40,0,4,2,13,39,3
25,109112,8,9,White,Male,0,0,48,0,4,2,7,39,4
35,589809,12,10,White,Male,13550,0,60,1,4,4,4,39,1
38,172538,13,13,White,Male,15024,0,50,1,4,2,4,39,4
34,318982,14,14,White,Male,0,1848,40,1,7,2,7,39,4
48,204629,14,14,White,Male,0,0,50,1,4,2,4,39,4
50,99894,2,3,Asian-Pac-Islander,Female,0,0,15,0,6,4,13,39,1
19,369463,8,9,White,Female,0,0,40,0,4,4,1,39,5
51,79324,12,10,White,Male,0,0,40,0,4,2,12,39,4
39,61178,13,13,White,Male,0,0,40,0,4,0,1,39,2
20,204226,6,7,White,Female,0,0,40,0,4,4,8,39,5
17,183110,6,7,White,Male,0,0,16,0,4,4,6,39,5
42,96321,12,10,White,Male,0,0,50,1,4,2,12,39,4
25,167031,12,10,Other,Female,0,0,25,0,4,4,8,7,0
36,108997,8,9,White,Female,0,0,40,0,4,0,1,39,2
65,176796,15,16,White,Female,0,0,40,0,4,6,10,39,1
32,134737,13,13,White,Male,0,0,70,1,6,2,7,39,4
33,49795,13,13,White,Male,0,0,45,0,5,4,10,39,1
32,131588,12,10,Black,Female,0,0,20,0,7,4,13,39,2
25,307643,8,9,White,Male,0,0,40,0,4,2,14,39,4
41,351350,12,10,White,Female,0,0,40,0,2,0,11,39,2
44,260761,8,9,White,Male,0,0,40,1,4,2,3,39,4
72,156310,5,6,White,Male,2414,0,12,0,4,2,8,39,4
36,207789,8,9,White,Male,0,0,52,0,4,0,4,39,1
67,252842,8,9,White,Male,1797,0,20,0,6,2,5,39,4
28,294936,8,9,White,Male,4064,0,45,0,4,2,14,39,4
24,196269,6,7,Other,Male,0,0,40,0,4,2,6,39,4
17,46402,3,4,White,Male,0,0,8,0,4,4,12,39,5
32,267161,13,13,Black,Female,0,0,30,0,6,0,4,39,2
67,160456,6,7,White,Female,0,0,40,0,4,6,8,39,1
21,123983,12,10,Asian-Pac-Islander,Male,0,0,10,0,0,4,0,40,0
51,123053,14,14,Asian-Pac-Islander,Male,5013,0,40,0,4,2,10,19,4
32,426467,1,2,White,Male,3674,0,40,0,4,4,3,13,1
39,269323,12,10,White,Male,0,0,40,1,4,2,4,39,4
18,42857,12,10,White,Female,0,0,35,0,6,4,3,39,1
50,183915,13,13,White,Male,0,0,45,1,6,2,3,39,4
24,211391,5,6,White,Female,0,0,15,0,4,4,12,39,1
21,193130,12,10,White,Female,0,0,40,0,2,4,1,39,1
24,86745,13,13,Asian-Pac-Islander,Female,0,0,16,0,4,4,1,39,0
34,226525,11,11,White,Male,0,0,40,0,4,4,8,39,5
68,270339,5,6,White,Male,0,0,35,0,0,2,0,39,4
49,343742,5,6,Black,Male,0,0,32,0,6,4,3,39,1
50,150975,8,9,Amer-Indian-Eskimo,Female,0,0,40,0,4,0,7,39,1
33,207301,10,12,White,Female,0,0,40,0,4,0,4,39,5
18,135924,12,10,White,Male,0,0,40,0,4,4,1,39,5
45,184277,11,11,White,Female,0,0,55,1,4,0,1,39,2
20,142233,8,9,White,Female,0,0,35,0,4,4,12,39,1
