Name,Year_of_Release,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Platform,Genre
Pro Evolution Soccer 2017,2016.0,Konami Digital Entertainment,0.01,0.02,0.0,0.0,0.04,,,6.5,17.0,Konami,E,28,10
World in Conflict: Complete Edition,2009.0,Ubisoft,0.0,0.03,0.0,0.01,0.04,,,,,Massive Entertainment,T,13,11
Deception III: Dark Delusion,1999.0,Tecmo Koei,0.02,0.01,0.0,0.0,0.04,,,,,,,15,7
Ultimate Game Room,2009.0,Majesco Entertainment,0.03,0.0,0.0,0.0,0.04,,,,,FrontLine Studios,E,4,3
Warhammer: The End Times - Vermintide,2016.0,Games Workshop,0.01,0.02,0.0,0.01,0.04,,,,,,,18,0
DoraMoji: Nobita no Kanji Daisakusen,2015.0,Shogakukan,0.0,0.0,0.04,0.0,0.04,,,,,,,2,3
Secret Files 2: Puritas Cordis,2009.0,Deep Silver,0.0,0.03,0.0,0.0,0.04,64.0,14.0,7.1,17.0,"Fusionsphere Systems, Animation Arts",T,13,1
Half-Minute Hero 2,,Rising Star Games,0.0,0.0,0.04,0.0,0.04,,,,,,,19,7
Cook Wars,2009.0,Ubisoft,0.03,0.0,0.0,0.0,0.04,,,,,Virtual Toys,E,26,3
Monster Kingdom: Jewel Summoner,2006.0,Sony Computer Entertainment,0.0,0.0,0.04,0.0,0.04,66.0,25.0,6.8,6.0,Gaia (Sony),T,19,7
Railroad Tycoon 3,2003.0,Gathering of Developers,0.0,0.03,0.0,0.0,0.04,80.0,19.0,7.7,57.0,PopTop Software,E,13,11
Kuroshitsuji: Phantom & Ghost,2009.0,Square Enix,0.0,0.0,0.04,0.0,0.04,,,,,,,4,0
Zoo Hospital,2007.0,Eidos Interactive,0.03,0.0,0.0,0.0,0.04,53.0,6.0,,,Torus Games,E,4,9
Fushigi no Dungeon: Fuurai no Shiren 5 - Fortune Tower to Unmei no Dice,2010.0,ChunSoft,0.0,0.0,0.04,0.0,0.04,,,,,,,4,7
Macross ? Scramble,2016.0,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,,,,,20,0
Sudoku Ball Detective,2009.0,Playlogic Game Factory,0.02,0.01,0.0,0.0,0.04,,,,,Whitebear,E10+,26,5
The Ant Bully,2006.0,Midway Games,0.03,0.01,0.0,0.0,0.04,,,,,Artificial Mind and Movement,E,6,4
Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Shu-Hen,2010.0,Yeti,0.0,0.0,0.04,0.0,0.04,,,,,,,19,1
Sega Arcade Gallery,2003.0,THQ,0.03,0.01,0.0,0.0,0.04,70.0,12.0,,,Bits Studios,E,6,3
Tao Adventure: Curse Demon,2005.0,Konami Digital Entertainment,0.03,0.0,0.0,0.0,0.04,,,,,,,4,7
"My World, My Way (US sales)",2008.0,Global A Entertainment,0.04,0.0,0.0,0.0,0.04,,,,,,,4,7
S.T.A.L.K.E.R.: Clear Sky,2008.0,Deep Silver,0.0,0.03,0.0,0.01,0.04,75.0,47.0,7.7,478.0,GSC Game World,M,13,8
Black Stone: Magic & Steel,2003.0,THQ,0.03,0.01,0.0,0.0,0.04,,,,,,,29,7
NHRA Drag Racing: Countdown to the Championship,2007.0,THQ,0.02,0.01,0.0,0.0,0.04,,,,,,,16,6
Sins of a Solar Empire: Trinity,2010.0,Kalypso Media,0.0,0.03,0.0,0.01,0.04,,,7.9,19.0,Ironclad Games,T,13,11
Bratz Kidz,2008.0,Game Factory,0.03,0.0,0.0,0.0,0.04,,,,,Neko Entertainment,E,4,3
Harukanaru Toki no Naka de: Maihitoyo,2006.0,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,,,,,,,16,1
Painkiller: Hell Wars,2006.0,DreamCatcher Interactive,0.03,0.01,0.0,0.0,0.04,68.0,33.0,7.4,16.0,People Can Fly,M,29,8
Housekeeping,,,0.0,0.0,0.04,0.0,0.04,,,,,,,4,0
My Hero Academia: Battle for All,2016.0,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,,,,,2,0
FunkMaster Flex's Digital Hitz Factory,2003.0,Jester Interactive,0.02,0.01,0.0,0.0,0.04,71.0,6.0,8.9,10.0,Jester Interactive,E,16,3
Double Value!: ATV Thunder Ridge Riders / Monster Trucks Mayhem,2007.0,Zoo Digital Publishing,0.03,0.0,0.0,0.0,0.04,,,,,,,4,6
Greg Hastings Paintball 2,2010.0,Majesco Entertainment,0.03,0.0,0.0,0.0,0.04,46.0,5.0,,,Super X Studios,E10+,17,8
Sangoku Koi Senki: Otome no Heihou!,2012.0,Prototype,0.0,0.0,0.04,0.0,0.04,,,,,,,19,1
Castlevania Bloodlines,1994.0,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04,,,,,,,8,4
Hakuouki: Zuisouroku DS,2011.0,Idea Factory,0.0,0.0,0.04,0.0,0.04,,,,,,,4,1
Detective Conan: Prelude from the Past,2012.0,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,,,,,19,0
100 Classic Games,2011.0,Rondomedia,0.0,0.03,0.0,0.0,0.04,,,,,Easy Interactive,,4,3
Luminous Arc 3,2009.0,Marvelous Interactive,0.0,0.0,0.04,0.0,0.04,,,,,,,4,7
Adventure Time: Explore the Dungeon Because I Don't Know!,2013.0,D3Publisher,0.02,0.01,0.0,0.0,0.04,,,,,,,27,0
World in Conflict,2007.0,Vivendi Games,0.0,0.03,0.0,0.01,0.04,89.0,44.0,8.1,301.0,Massive Entertainment,T,13,11
XBLAZE Code: Embryo,2013.0,Arc System Works,0.02,0.0,0.01,0.01,0.04,,,7.1,14.0,Arc System Works,M,17,1
The Legend of Heroes: Trails in the Sky SC Evolution,2015.0,Kadokawa Games,0.0,0.0,0.03,0.0,0.03,,,,,,,20,7
Major League Baseball 2K8,,Unknown,0.03,0.0,0.0,0.0,0.03,63.0,5.0,,,Kush Games,E,19,10
FabStyle,2011.0,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,,,,,,,2,11
Rebel Raiders: Operation Nighthawk,2006.0,Kando Games,0.02,0.01,0.0,0.0,0.03,53.0,5.0,,,Kando Games,E10+,16,9
Astrology DS,2009.0,Deep Silver,0.03,0.0,0.0,0.0,0.03,,,,,,,4,3
Zenkoku Dekotora Matsuri,2008.0,Jaleco,0.0,0.0,0.03,0.0,0.03,,,,,,,26,6
Cooking Mama: My Sweets Shop,2014.0,Office Create,0.0,0.0,0.03,0.0,0.03,,,,,,,2,9
Super Battle For Money Sentouchuu: Kyuukyoku no Shinobu to Battle Player Choujou Kessen!,2016.0,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,,2,0
Alienators: Evolution Continues,2001.0,Activision,0.03,0.01,0.0,0.0,0.03,54.0,4.0,,,Digital Eclipse,E,6,0
Onechanbara Z Kagura,2013.0,D3Publisher,0.0,0.0,0.03,0.0,0.03,,,,,,,17,0
Dead or Alive Xtreme 3: Venus,2016.0,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,,,,,,,20,10
Gekiatsu!! Pachi Game Tamashi: CR Evangelion - Hajimari no Fukuin,2010.0,Unknown,0.0,0.0,0.03,0.0,0.03,,,,,,,17,3
Pro Cycling Manager 2016,2016.0,Focus Home Interactive,0.0,0.03,0.0,0.0,0.03,64.0,6.0,4.8,5.0,Cyanide,,13,10
Pirates: Duels on the High Seas,2008.0,Oxygen Interactive,0.03,0.0,0.0,0.0,0.03,50.0,15.0,,,Oxygen Interactive,E,4,0
MX World Tour Featuring Jamie Little,2005.0,Crave Entertainment,0.03,0.01,0.0,0.0,0.03,51.0,5.0,,,Impulse Games,E,29,6
PriPara Mezameyo! Megami no Dress Design,2016.0,Takara Tomy,0.0,0.0,0.03,0.0,0.03,,,,,,,2,0
Tomb Raider: Anniversary,2007.0,Eidos Interactive,0.0,0.03,0.0,0.01,0.03,83.0,26.0,8.1,242.0,Nixxes Software,T,13,0
Sengoku Basara: Sanada Yukimura-Den,2016.0,Capcom,0.0,0.0,0.03,0.0,0.03,,,,,,,18,0
Marines: Modern Urban Combat,2010.0,O-Games,0.03,0.0,0.0,0.0,0.03,,,,,Destineer,T,26,8
Infamous: First Light,2014.0,Sony Computer Entertainment,0.0,0.03,0.0,0.0,0.03,73.0,70.0,7.5,580.0,Sucker Punch,T,18,0
The Idolmaster: Gravure For You! Vol. 4,2012.0,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,,17,3
Puyo Pop Fever(us sales),2004.0,Ignition Entertainment,0.03,0.0,0.0,0.0,0.03,,,,,,,4,5
Tour de France 2014,2014.0,Focus Home Interactive,0.0,0.03,0.0,0.0,0.03,53.0,9.0,5.1,22.0,Cyanide,E,18,10
RedCard 20-03,2002.0,Midway Games,0.03,0.01,0.0,0.0,0.03,67.0,8.0,9.0,4.0,Point of View,E,29,10
Katekyoo Hitman Reborn! DS: Fate of Heat II - Unmei no Futari,2009.0,Marvelous Interactive,0.0,0.0,0.03,0.0,0.03,,,,,,,4,7
Deal or No Deal: Special Edition,2010.0,Zoo Games,0.03,0.0,0.0,0.0,0.03,,,,,Zoo Games,E,4,3
Puyo Puyo 7,2009.0,Sega,0.0,0.0,0.03,0.0,0.03,,,,,,,19,5
Asterix & Obelix: Kick Buttix,2004.0,Atari,0.02,0.01,0.0,0.0,0.03,,,,,,,16,0
Radiant Silvergun,1998.0,ESP,0.0,0.0,0.03,0.0,0.03,,,,,,,21,8
The Night of the Rabbit,2013.0,Daedalic Entertainment,0.0,0.03,0.0,0.0,0.03,75.0,45.0,7.5,82.0,Daedalic Entertainment,,13,1
Bounty Hounds,2006.0,Namco Bandai Games,0.03,0.0,0.0,0.0,0.03,63.0,14.0,6.0,7.0,Xpec,T,19,0
Care Bears - Care Quest,2005.0,Game Factory,0.02,0.01,0.0,0.0,0.03,,,,,,,6,0
Burnout Paradise: The Ultimate Box,2009.0,Electronic Arts,0.0,0.03,0.0,0.0,0.03,,,,,,,28,6
Even in a Game Listen to Me Girls. I Am Your Father!,2012.0,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,,19,0
Tokyo Majin Gakuen: Kenfuuchou,2008.0,Marvelous Interactive,0.0,0.0,0.03,0.0,0.03,,,,,,,4,1
Challenge Me: Word Puzzles,2011.0,O-Games,0.03,0.0,0.0,0.0,0.03,,,,,O-Games,E10+,4,5
Boboboubo Boubobo: Ougi 87.5 Bakuretsu Hanage Shinken,2002.0,Hudson Soft,0.0,0.0,0.03,0.0,0.03,,,,,,,6,0
NHRA Drag Racing: Countdown to the Championship,2007.0,THQ,0.03,0.0,0.0,0.0,0.03,,,,,,,19,6
Zatch Bell! Electric Arena,2003.0,Banpresto,0.02,0.01,0.0,0.0,0.03,,,,,,,6,2
TOCA Race Driver 3,2006.0,Codemasters,0.03,0.01,0.0,0.0,0.03,84.0,25.0,8.0,6.0,Codemasters,E10+,29,6
A Game of Thrones: Genesis,2011.0,Focus Home Interactive,0.0,0.03,0.0,0.01,0.03,53.0,40.0,4.0,110.0,Cyanide,,13,11
Gothic Universe,2007.0,JoWood Productions,0.0,0.03,0.0,0.01,0.03,,,7.9,10.0,DreamCatcher Interactive,M,13,7
Daito Giken Premium Pachi-Slot Collection: Yoshimune,2006.0,Daito,0.0,0.0,0.03,0.0,0.03,,,,,,,16,3
Diabolik Lovers: Dark Fate,2015.0,Idea Factory,0.0,0.0,0.03,0.0,0.03,,,,,,,20,0
Sky Dancers,2005.0,Crave Entertainment,0.02,0.01,0.0,0.0,0.03,,,,,,,6,0
Need for Speed (2015),2016.0,Electronic Arts,0.0,0.03,0.0,0.0,0.03,,,,,,,13,6
Silent Scope,2002.0,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03,70.0,5.0,8.0,5.0,Now Production,T,6,8
Deer Drive: Legends,2012.0,Maximum Family Games,0.03,0.0,0.0,0.0,0.03,,,,,Raylight Studios,T,2,0
World Series of Poker: Tournament of Champions 2007 Edition,2006.0,Activision,0.02,0.01,0.0,0.0,0.03,,,,,,,16,3
Yggdra Union: We'll Never Fight Alone,2006.0,Sting,0.0,0.0,0.03,0.0,0.03,,,,,,,6,7
The Cursed Crusade,2011.0,DTP Entertainment,0.0,0.03,0.0,0.01,0.03,55.0,7.0,6.0,33.0,Kylotonn,M,13,0
Hotel Giant 2,2008.0,JoWood Productions,0.0,0.03,0.0,0.0,0.03,58.0,7.0,2.5,19.0,Enlight Software,E,13,11
Gakusen Toshi Asterisk Festa: Houka Kenran,2016.0,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,,20,2
Gekiatsu!! Pachi Game Tamashi Max: Evangelion 7 x Seimei no Kodou,2012.0,Fields,0.0,0.0,0.03,0.0,0.03,,,,,,,17,3
Caesar III,1998.0,Vivendi Games,0.0,0.03,0.0,0.0,0.03,,,8.7,50.0,Impressions Games,E,13,11
DarkStar One,2006.0,Ubisoft,0.0,0.03,0.0,0.01,0.03,71.0,33.0,7.2,54.0,Ascaron Entertainment GmbH,T,13,9
Wangan Midnight,2007.0,Genki,0.0,0.0,0.03,0.0,0.03,,,,,,,17,6
ESPN NBA 2Night 2002,2002.0,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03,59.0,13.0,,,Konami,E,16,10
Cabela's Dangerous Hunts 2,2005.0,Activision,0.03,0.01,0.0,0.0,0.03,,,,,FUN Labs,T,7,10
Kekkaishi: Kokubourou no Kage,2007.0,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,,26,0
"Crouching Tiger, Hidden Dragon",2003.0,Ubisoft,0.02,0.01,0.0,0.0,0.03,60.0,12.0,,,Ubisoft Shanghai,T,6,0
Suzumiya Haruhi no Tsuisou,2011.0,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,,17,1
Mame Goma: Shiro to Kuro no Meikyuu,2012.0,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03,,,,,,,2,0
Trap Gunner: Countdown to Oblivion,1998.0,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03,,,,,,,15,11
Hitman: Blood Money,2006.0,Eidos Interactive,0.0,0.03,0.0,0.01,0.03,82.0,35.0,8.8,528.0,Io Interactive,M,13,0
Simple DS Series Vol. 8: The Kanshikikan - Kinkyuu Shutsudou!! Jiken Genba wo Touch Seyo,2006.0,D3Publisher,0.0,0.0,0.03,0.0,0.03,,,,,,,4,1
Harukanaru Toki no Naka de Yumenoukihashi Special,2009.0,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,,,,,,,16,1
Duke Nukem 3D: 20th Anniversary World Tour,2016.0,Gearbox Software,0.03,0.0,0.0,0.01,0.03,77.0,15.0,6.9,15.0,Gearbox Software,M,18,8
Section 8,2009.0,SouthPeak Games,0.02,0.01,0.0,0.0,0.03,72.0,31.0,7.0,78.0,TimeGate Studios,T,13,8
Tsuyo Kiss: Mighty Heart,2006.0,Princess Soft,0.0,0.0,0.03,0.0,0.03,,,,,,,16,1
Sabre Wulf,,THQ,0.02,0.01,0.0,0.0,0.03,75.0,27.0,8.0,4.0,Rare Ltd.,E,6,4
Alpha Protocol,2010.0,Sega,0.0,0.03,0.0,0.01,0.03,72.0,25.0,7.5,511.0,Obsidian Entertainment,M,13,7
Planescape: Torment,1998.0,Interplay,0.01,0.02,0.0,0.0,0.03,91.0,22.0,9.2,813.0,Black Isle Studios,T,13,7
Gacharoku,2002.0,Sony Computer Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,,,16,3
Cake Mania: Baker's Challenge,2008.0,Destineer,0.03,0.0,0.0,0.0,0.03,,,,,Coresoft,E,19,5
SX Superstar,2003.0,Acclaim Entertainment,0.03,0.01,0.0,0.0,0.03,,,,,,,7,6
Zoo Vet: Endangered Animals,2008.0,505 Games,0.03,0.0,0.0,0.0,0.03,,,,,Legacy Interactive,E10+,4,9
Paddington: Adventures in London,2015.0,Koch Media,0.0,0.03,0.0,0.0,0.03,,,,,Ravenscourt,,2,5
Driven,2001.0,BAM! Entertainment,0.02,0.01,0.0,0.0,0.03,68.0,10.0,,,Crawfish Interactive,E,6,6
Star Wars Jedi Knight: Jedi Academy,2003.0,Activision,0.0,0.03,0.0,0.0,0.03,81.0,34.0,8.6,293.0,Raven Software,T,13,8
Red Faction II,2003.0,THQ,0.03,0.01,0.0,0.0,0.03,79.0,12.0,7.3,4.0,Cranky Pants Games,M,7,8
Langrisser: Re:Incarnation Tensei,2015.0,Extreme Entertainment Group,0.02,0.0,0.01,0.0,0.03,,,,,,,2,7
Atelier Firis: The Alchemist of the Mysterious Journey,2016.0,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,,,,,,,18,7
Original Story from Fairy Tail: Gekitotsu! Kardia Daiseidou,2011.0,Hudson Soft,0.0,0.0,0.03,0.0,0.03,,,,,,,4,7
SD Gundam G Generation: Gather Beat 2,2001.0,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,,25,11
Battle Engine Aquila,2003.0,Atari,0.02,0.01,0.0,0.0,0.03,73.0,17.0,9.0,5.0,Lost Toys,T,16,8
Hello Kitty: Roller Rescue,2005.0,Empire Interactive,0.0,0.03,0.0,0.0,0.03,,,,,,,13,0
Special Forces: Nemesis Strike,2005.0,Hip Interactive,0.03,0.01,0.0,0.0,0.03,60.0,10.0,6.5,4.0,Asobo Studio,M,29,8
Women's Volleyball Championship,2007.0,Spike,0.0,0.0,0.03,0.0,0.03,32.0,7.0,4.0,4.0,Spike,E,16,10
Jikkyou Powerful Pro Yakyuu Wii Ketteiban,2007.0,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,,,26,10
Rakushou! Pachi-Slot Sengen 5: Rio Paradise,2007.0,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,,,,,,,16,3
Crimson Tears,2004.0,Capcom,0.02,0.01,0.0,0.0,0.03,62.0,30.0,7.8,4.0,DreamFactory,T,16,7
Battle Assault 3 featuring Gundam Seed,2004.0,Namco Bandai Games,0.02,0.01,0.0,0.0,0.03,48.0,9.0,8.7,7.0,Natsume,T,16,0
WRC: FIA World Rally Championship,2005.0,Sony Computer Entertainment,0.02,0.01,0.0,0.0,0.03,67.0,18.0,7.8,19.0,Traveller's Tales,E,19,6
Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Oyashiki-Hen,2008.0,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,,,4,9
Batman Forever: The Arcade Game,1996.0,Acclaim Entertainment,0.02,0.01,0.0,0.0,0.03,,,,,,,15,0
Romance of the Three Kingdoms (3DS),2013.0,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,,,,,,,2,11
Living Legends: Frozen Beauty,2014.0,Big Fish Games,0.0,0.03,0.0,0.0,0.03,,,,,Playrix Entertainment,,13,0
Cabela's Outdoor Adventures,2005.0,Activision,0.03,0.01,0.0,0.0,0.03,,,8.8,9.0,MagicWand,T,7,10
Penguins of Madagascar,2014.0,Namco Bandai Games,0.01,0.02,0.0,0.0,0.03,,,5.2,6.0,Little Orbit,E,27,0
Rapala Tournament Fishing!,2006.0,Activision,0.03,0.0,0.0,0.0,0.03,41.0,4.0,8.0,6.0,FUN Labs,E,28,10
Makai Senki Disgaea 4: Fuuka & Desco-hen Hajime Mashita,2011.0,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03,,,,,,,17,11
Backyard NFL Football 2006,2005.0,Atari,0.02,0.01,0.0,0.0,0.03,,,,,,,6,10
Superstars V8 Racing,2009.0,Black Bean Games,0.0,0.02,0.0,0.01,0.03,66.0,29.0,4.9,9.0,Milestone S.r.l,E,17,6
,1993.0,Acclaim Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,,,8,-1
Detective Conan: Phantom Rhapsody,2014.0,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,,2,0
Mashiro Iro Symphony: *mutsu-no-hana,2011.0,Comfort,0.0,0.0,0.03,0.0,0.03,,,,,,,19,1
Monster Guardians,2001.0,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,,,6,7
Sunday vs Magazine Shuuketsu! Choujou Daikessen,2009.0,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,,,19,2
An American Tail: Fievel's Gold Rush,2002.0,Conspiracy Entertainment,0.02,0.01,0.0,0.0,0.03,,,,,,,6,4
Magna Carta Portable,2006.0,Banpresto,0.0,0.0,0.03,0.0,0.03,,,,,,,19,7
Diabolik Lovers: More Blood,2013.0,Idea Factory,0.0,0.0,0.03,0.0,0.03,,,,,,,19,1
Swords,,Unknown,0.03,0.0,0.0,0.0,0.03,,,,,Panic Button,T,26,2
The Italian Job,2003.0,Eidos Interactive,0.03,0.01,0.0,0.0,0.03,56.0,10.0,,,Climax Group,T,7,6
Super Dodgeball Brawlers (jp sales),2008.0,Arc System Works,0.0,0.0,0.03,0.0,0.03,,,,,,,4,10
Makai Senki Disgaea Portable: Tsuushin Taisen Hajime Mashita,2007.0,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03,,,,,,,19,7
Crazy Chicken: Star Karts,2008.0,Phenomedia,0.03,0.0,0.0,0.0,0.03,,,,,MumboJumbo,E,4,6
JoJo's Bizarre Adventure: Eyes of Heaven,2015.0,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,61.0,35.0,7.4,44.0,CyberConnect2,T,18,2
M&Ms Shell Shocked,2001.0,Berkeley,0.02,0.01,0.0,0.0,0.03,,,,,,,15,0
K-On! After School Live!! HD Ver.,2012.0,Sega,0.0,0.0,0.03,0.0,0.03,,,,,,,17,0
Metal Gear Solid: The Essential Collection (JP sales),2007.0,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,,,16,1
Ukiyo no Shishi,2015.0,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,,17,0
3D Baseball,1996.0,BMG Interactive Entertainment,0.02,0.01,0.0,0.0,0.03,,,,,,,15,10
Pachitte Chonmage Tatsujin 12: Pachinko Ultraman,2007.0,Hackberry,0.0,0.0,0.03,0.0,0.03,,,,,,,16,3
First Queen: Ornic Senki,1994.0,Culture Brain,0.0,0.0,0.03,0.0,0.03,,,,,,,23,7
Dream C Club Zero,2011.0,D3Publisher,0.0,0.0,0.03,0.0,0.03,,,,,,,28,9
Shining Stars,2008.0,"Destination Software, Inc",0.03,0.0,0.0,0.0,0.03,,,,,,,4,0
Medabots 9: Metabee / Rokusho,2015.0,Rocket Company,0.0,0.0,0.03,0.0,0.03,,,,,,,2,7
The Void,2008.0,Mamba Games,0.0,0.03,0.0,0.01,0.03,77.0,12.0,8.3,97.0,Ice-Pick Lodge,,13,1
Tail Concerto,1998.0,Namco Bandai Games,0.02,0.01,0.0,0.0,0.03,,,,,,,15,1
Supreme Ruler: Cold War,2011.0,Paradox Interactive,0.0,0.03,0.0,0.01,0.03,63.0,12.0,6.8,27.0,BattleGoat Studios,RP,13,11
Rise of Nations: Rise of Legends,2006.0,Microsoft Game Studios,0.0,0.03,0.0,0.01,0.03,84.0,46.0,8.5,108.0,Big Huge Games,T,13,11
The Sum of All Fears,2003.0,Ubisoft,0.03,0.01,0.0,0.0,0.03,36.0,11.0,3.4,5.0,Ubisoft Shanghai,T,7,8
James Pond: Codename Robocod,2005.0,Play It,0.02,0.01,0.0,0.0,0.03,,,,,,,6,4
Yumi's Odd Odyssey,2013.0,Agatsuma Entertainment,0.0,0.0,0.03,0.0,0.03,74.0,13.0,7.7,23.0,Studio Saizensen,E,2,4
Might & Magic X: Legacy,2014.0,Ubisoft,0.0,0.03,0.0,0.0,0.03,,,,,,,13,7
Night Head: The Labyrinth,1995.0,Fuji,0.0,0.0,0.03,0.0,0.03,,,,,,,15,1
Emma at the Farm,2008.0,Aspyr,0.03,0.0,0.0,0.0,0.03,,,,,Nobilis,E,4,1
Utawarerumono Portable,2009.0,Aqua Plus,0.0,0.0,0.03,0.0,0.03,,,,,,,19,7
Gaia Saver Hero Saidai no Sakusen,1994.0,Banpresto,0.0,0.0,0.03,0.0,0.03,,,,,,,23,7
EverBlue 2,2002.0,Capcom,0.02,0.01,0.0,0.0,0.03,59.0,21.0,7.5,4.0,Arika,E,16,1
Kevin Van Dam: Big Bass Challenge,2010.0,Zoo Games,0.03,0.0,0.0,0.0,0.03,,,,,,,26,10
Sacra Terra: Angelic Night,2011.0,Avanquest,0.01,0.02,0.0,0.01,0.03,,,,,"Viva Media, Viva Media, LLC",T,13,5
Higurashi no Naku Koro ni Kizuna: Dai-San-Kan - Rasen,2009.0,Alchemist,0.0,0.0,0.03,0.0,0.03,,,,,,,4,1
7 Wonders: Treasures of Seven,2011.0,Avanquest,0.01,0.02,0.0,0.0,0.03,,,,,,,4,5
YoKai Watch Dance: Just Dance Special Version,2015.0,Level 5,0.0,0.0,0.03,0.0,0.03,,,,,,,27,3
Safari Adventures: Africa,2007.0,Neko Entertainment,0.03,0.0,0.0,0.0,0.03,,,,,Conspiracy Entertainment,E,26,1
Junior Island Adventure,2011.0,Unknown,0.03,0.0,0.0,0.0,0.03,,,,,"CyberPlanet Interactive Public Co., Ltd., Maximum Family Games",E,4,5
Clever Kids: Pirates,2008.0,Midas Interactive Entertainment,0.0,0.03,0.0,0.0,0.03,,,,,,,4,3
Daito Giken Koushiki Pachi-Slot Simulator: Yoshimune Portable,2006.0,Daito,0.0,0.0,0.03,0.0,0.03,,,,,,,19,3
Yumeiro Patissiere: My Sweets Cooking,2010.0,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,,,4,9
Prey,2006.0,Take-Two Interactive,0.0,0.03,0.0,0.01,0.03,,,,,Arkane Studios,,13,8
Clannad,2011.0,Prototype,0.0,0.0,0.03,0.0,0.03,,,,,,,17,1
Electroplankton,2005.0,Nintendo,0.01,0.0,0.02,0.0,0.03,71.0,49.0,7.0,37.0,Indies Zero,E,4,3
Just Dance 2017,2016.0,Ubisoft,0.02,0.0,0.0,0.01,0.03,73.0,12.0,,,Ubisoft Paris,E10+,18,3
PowerSlave,1996.0,BMG Interactive Entertainment,0.02,0.01,0.0,0.0,0.03,,,,,,,15,8
SBK 2011: FIM Superbike World Championship,2011.0,Black Bean Games,0.0,0.03,0.0,0.01,0.03,,,,,,,13,6
Championship Manager Season 01/02,2001.0,Eidos Interactive,0.0,0.03,0.0,0.0,0.03,,,,,,,13,10
Project Gotham Racing 2 (JP weekly sales),2003.0,Microsoft Game Studios,0.0,0.0,0.03,0.0,0.03,,,,,,,29,0
Maximum Racing: Drag & Stock Racer,2010.0,Nordic Games,0.03,0.0,0.0,0.0,0.03,,,,,,,26,6
CT Special Forces,2002.0,LSP Games,0.02,0.01,0.0,0.0,0.03,71.0,14.0,,,LSP,T,6,0
Let's Sing 2016,2015.0,FuRyu Corporation,0.03,0.0,0.0,0.01,0.03,,,,,Voxler,T,18,0
Casino Chaos With Las Vegas Players Collection,2011.0,THQ,0.03,0.0,0.0,0.0,0.03,,,,,ValuSoft,T,13,3
Jewel Master: Cradle of Rome,2008.0,Rondomedia,0.03,0.0,0.0,0.0,0.03,,,,,Cerasus Media,E,26,5
Dragon's Dogma Online,2015.0,Capcom,0.0,0.0,0.03,0.0,0.03,,,,,,,17,7
Nancy Drew: Alibi In Ashes,2011.0,Her Interactive,0.03,0.0,0.0,0.0,0.03,,,,,Her Interactive,E,13,1
FIFA World Cup: Germany 2006,2006.0,Electronic Arts,0.02,0.01,0.0,0.0,0.03,57.0,4.0,6.9,7.0,EA Canada,E,6,10
Crash Time: Autobahn Pusuit,2008.0,RTL,0.03,0.0,0.0,0.0,0.03,,,,,,,28,6
Earthworm Jim 2,2002.0,Vivendi Games,0.02,0.01,0.0,0.0,0.03,45.0,10.0,5.7,6.0,Super Empire,E,6,4
